FID,NAME,ACREAGE,SOURCE,NOTES,OWNER,USER_,Shape__Area,Shape__Length
451,PRAIRIE UNIT(WEST TYSON PARK),20.07,GEM,noCOPAR(nocode)-draw,County,Public,8.39E-06,0.014217851
452,PRAIRIE UNIT(WEST TYSON PARK),138.93,COPAR, ,County,Public,5.81E-05,0.047169782
453,WORLD BIRD SANCTUARY(CASTLEWOOD SP),118.32,COPAR, ,MoDNR,Public,4.95E-05,0.03158103
454,ROSS FIELDS,14.31,GEM,DOQedBsbl/Sftbl,Community,Public,5.97E-06,0.0107772
455,AMERICAN LEGION POST 283,5.74,GEM,DOQed-Baseball,Private,Private,2.39E-06,0.006421103
456,YMCA CIRC LE RANCH DAY CAMP,58.19,GEM,DOQed-PlatBkApprx,Private,Private,2.43E-05,0.020746153
457,JEFFCO LANDFILL RECLAMATION,77.25,GEM,DOQed,Private,Closed,3.22E-05,0.023730329
458,BYRNES MILL PARK,9.09,GEM,DOQ/FCedPavilHistHou,City,Public,3.79E-06,0.010898343
459,HIDE-AWAY HARBOR PARK,50.67,GEM,DOQed-close,County,Public,2.13E-05,0.02882322
460,BEAUMONT SCOUT RESERVATION,1195.35,GEM,DOQed-appPlatBkAddn,Private,Semi-Public,0.00049934,0.1102832
461,MARY THE FONT SOLITUDE,114.7,GEM,DOQed-roughPlatBkAdd,Private,Private,4.79E-05,0.034097814
462,VIANNEY RENEWAL CENTER,97.76,GEM,DOQed-appPlatBkAddn,Private,Private,4.08E-05,0.026296693
463,CAMP SOLIDARITY,190.96,GEM,DOQ/PBed-,Private,Private,7.97E-05,0.048567449
464,REVIVE US AGAIN CHRISTIAN RETREAT,14.07,GEM,DOQed-appPlatBkAddn,Private,Private,5.88E-06,0.013171837
465,NEW ATHENS SPORTSMANS CLUB,15.06,GEM,DOQed-PlatBkAddn,Private,Private,6.27E-06,0.016987539
466,LENZBURG HUNTING & FISHING CLUB,12.92,GEM,DOQed-PlatBkAddn,Private,Private,5.38E-06,0.01054784
467,WEDGEWOOD GREEN SPACE,191.06,GEM,DOQed-ESLARPweb,City,Public,7.99E-05,0.040555976
468,OLDE TOWNE PLAZA PARK,5.18,COPAR/GEM,edCOPARtoGetOnePiece,City,Public,2.16E-06,0.009485662
469,WINDRIDGE SOLITUDE,74.08,GEM,DOQed-PlatBkAddn,Private,Private,3.09E-05,0.023554103
470,GLENDALE SHOOTING CLUB,107.66,GEM,DOQed-PlatBkAddn,Private,Private,4.49E-05,0.034174122
471,MERAMEC CAVERNS,603.16,GEM,DOQed-PlatBkAddPLUS!,Private,Public,0.000251233,0.086562111
472,WOLF HOLLOW GC,172.71,GEM,DOQ/PBed,Private,Public,7.22E-05,0.045379921
473,ANGLERS OF MISSOURI,491.1,GEM,DOQ/PBed,Private,Private,0.000204922,0.08173999
474,CORN COB BEAGLE CLUB,109.43,GEM,DOQ/PBed,Private,Private,4.57E-05,0.031255395
475,BIRCH CREEK GC,276.59,GEM,DOQ/PBed-Approx,Private,Public,0.000115465,0.052841367
476,CC OF ST. ALBANS,36.52,GEM,DOQed-PLUSapprox,Private,Private,1.53E-05,0.022448657
477,CC OF ST. ALBANS,29.51,GEM,DOQed-PLUSapprox,Private,Private,1.23E-05,0.021764819
478,PURINA MILLS,1547.97,GEM,DOQ/PBed,Private,Private,0.000646837,0.154636305
479,LONGMEADOW FARM(HUMANE SOCIETY),175.54,GEM,DOQ/PBed,Private,Private,7.33E-05,0.04341985
480,MAEYSTOWN SPORTSMANS CLUB,71.92,GEM,DOQ/PBedPLUS,Private,Private,2.99E-05,0.024192776
481,MODOC LAKE CLUB,140.19,GEM,DOQ/PBedApproxPLUS!,Private,Private,5.84E-05,0.054652537
482,WEST END KHOURY LEAGUE,19.19,GEM,DOQ/PBed,Private,Public,8.02E-06,0.014049329
483,MISIONARY OBLATES OF MARY,194.57,GEM,DOQ/PBedPLUS,Private,Private,8.13E-05,0.039032378
484,KHOURY LEAGUE COMPLEX,47.78,COPAR,OK,Private,Public,1.99E-05,0.018322125
485,LOWER MERAMEC UNIT PUBLIC LAND,29.8,COPAR, ,County,Public,1.24E-05,0.015367341
486,MILLSTADT VILLAGE PARK,21.99,GEM,DOQed,City,Public,9.18E-06,0.020342016
487,OLDE LANTERN GC(under construction),225.34,GEM,DOQedApprxRESincl,Private?,Semi-Public?,9.42E-05,0.047064024
488,AMERICAN LEGION POST 1255,6.32,GEM,DOQed-Baseball,Private,Private,2.64E-06,0.00703857
489,AMERICAN LEGION POST 784,16.79,GEM,DOQed-Baseball,Private,Private,7.02E-06,0.011502371
490,CAHOKIA ATHLETIC FIELDS,18.74,GEM,DOQed-Baseball,Public,Public,7.83E-06,0.012308983
491,CAHOKIA RV PARQUE,6.99,GEM,DOQedPBed,Private,Public,2.92E-06,0.008571379
492,DEFUNCT PAY FISHING LAKES,34.29,GEM,DOQed,Private,Private,1.43E-05,0.015849704
493,ST. CLAIR COUNTY ANGLERS,42.05,GEM,DOQedPBed,Private,Private,1.76E-05,0.019287788
494,HENRY WHITE EXPERIMENTAL FARM,85.14,GEM,DOQedPBed,Public,Public,3.55E-05,0.025888702
495,ST. CLAIR CO. ANGLERS,41.05,GEM,DOQedPBed,Private,Private,1.71E-05,0.017625691
496,FREEBURG ROD & GUN CLUB,275.48,GEM,DOQedPBed,Private,Private,0.000114775,0.078176844
497,OKAW NORTH HUNTING CLUB,83.24,GEM,DOQedPBed-apprx,Private,Private,3.47E-05,0.033766213
498,MALLARD HUNT CLUB,56.87,GEM,DOQ/PBed,Private,Private,2.37E-05,0.019908939
499,BELLEVILLE ENDURO TEAM CYCLE PARK,107.29,GEM,DOQ/PBed,Private,Semi-Public,4.48E-05,0.02746867
500,RIVER HILLS HUNTING CLUB,365.01,GEM,DOQ/PBed-Apprx,Private,Private,0.000151673,0.057773926
501,JESUITS PROPERTY,467.58,GEM,DOQ/PBed-Apprx,Private,Private,0.000194976,0.087732986
502,FRANCISCAN BROTHERS PROPERTY,262.43,GEM,DOQ/PBFCedNoName,Private,Private,0.000109382,0.049946219
503,SAINTS PETER & PAUL FIELDS,12.61,GEM,DOQ/FCed,City,Public,5.25E-06,0.010795688
504,LAKEVIEW PARK,134.6,GEM,DOQ/FCedApprx,City,Public,5.61E-05,0.043811441
505,BORSCH MEMORIAL PARK,9.73,GEM,DOQ/FCed,City,Public,4.05E-06,0.008654782
506,K OF C CLUBGROUNDS,38.13,GEM,DOQed,Private,Private,1.59E-05,0.0204915
507,K OF C CLUBGROUNDS,13.5,GEM,DOQed,Private,Private,5.64E-06,0.00960844
508,KASKASKIA RIVER ACCESS,6.88,GEM,DOQed,IDC,Public,2.86E-06,0.007679598
509,KASKASKIA RIVER ACCESS/MARINA,10.24,GEM,DOQed,IDC,Public,4.27E-06,0.010339282
510,PEVELY CITY PARK NO. 1,7.27,GEM,DOQed-ok,City,Public,3.03E-06,0.010023018
511,BANK OF AMERICA OPEN SPACE,0.9,GEM,DOQed-,Private,Private,3.75E-07,0.00248247
512,SPLASH CITY FAMILY WATERPARK,12.35,GEM,DOQed,City,Public,5.17E-06,0.011410529
513,ILLINOIS BOOTS & SADDLE CLUB,45,GEM,DOQ/PBed,Private,Private,1.89E-05,0.019578336
514,INDIAN MOUNDS GC,62.28,GEM,DOQ/PBed,Private,Public,2.61E-05,0.022804965
515,CASEYVILLE PARK,23.58,GEM,DOQed/FCedMINUS,City,Public,9.87E-06,0.01628143
516,ALTON MARINA,17.31,GEM,DOQed,City,Public,7.27E-06,0.014652831
517,CAHOKIA MOUNDS SHS,793.94,ISGSed,DOQ/PBed-pt.-Madison,IDNR,Public,0.000332292,0.086806775
518,CAHOKIA MOUNDS SHS,1405.3,ISGSed,DOQ/PBed-pt.-stclair,IDNR,Public,0.000588023,0.130787671
519,KIDD LAKE STATE NA,444.17,GEM/WEB,DOQedMINUS,IDNR,Public,0.000184609,0.064573691
520,FULTS HILL PRAIRIE NP,492.37,GEM/WEB,NationalNaturallLdmk,IDNR,Public,0.000204685,0.073007508
521,CASTLEWOOD SP,1294.43,COPAR,WEBed-MINUS(river?),MoDNR,Public,0.000541138,0.382743577
522,CARROLTON CENTER,9.27,COPAR,DOQed,City,Public,3.89E-06,0.008360365
523,HICKORY WOODS NA,10.22,COPAR,DOQed,MDC,Public,4.28E-06,0.011716826
524,GENTRY COUNTY PARK,26.77,COPAR,DOQed-A2typo?(27?),County,Public,1.12E-05,0.014356821
525,CREVE COEUR MILLENIUM PARK,26.99,COPARed,notCOPAR!-underConst,City,Public,1.13E-05,0.016752072
526,HOUGH PARK,5.82,GEM/WEB,DOQ/FCed,City,Public,2.43E-06,0.006604038
527,OPTIMIST PARK/RICHL.AND CREEK GREENWAY,6.98,GEM/WEB,DOQ/FCed,City,Public,2.91E-06,0.007484698
528,ROTARY PARK,6.04,GEM/WEB,DOQ/FCed,City,Public,2.52E-06,0.009336117
529,BELLEVILLE WEST BASEBALL FIELDS,10.38,GEM,DOQ/FCed,City,Public,4.33E-06,0.008743068
530,GATEWAY PARK,8.6,GEM,DOQ/FCed-apprx,City,Public,3.59E-06,0.011729416
531,EAST END PARK,6.5,GEM/WEB,DOQ/JCed,City,Public,2.72E-06,0.009605592
532,CHAMINADE ATHLETIC FIELDS,38.97,COPARed,DOQed-fields only,Private,Public,1.63E-05,0.019217902
533,CLAIRE GEMPP MEMORIAL PARK,13.29,COPAR,wMDC--NaturePark,City,Public,5.55E-06,0.00955032
534,WATSON TRAILS PARK,25.66,COPAR,OK-MINUS?,City,Public,1.07E-05,0.015956489
535,LEGION PARK,10.45,COPAR,OK,City,Public,4.37E-06,0.008868709
536,LIONS PARK,13.27,COPAR,OK,City,Public,5.55E-06,0.009507601
537,SUNNY JIM BOTTOMLEY PARK,28.41,EWGCCed,DOQ/WEBed,City,Public,1.18E-05,0.015910774
538,COLMARILE PARK,122.18,COPAR,DOQ/WEBedFabickPpty,City,Public,5.11E-05,0.056562189
539,THE POINT,12.93,COPAR,OK,City,Public,5.41E-06,0.011276188
540,MARYLAND HEIGHTS CENTRE,15.43,COPAR,FCshapeMerged4,City,Public,6.47E-06,0.014817441
541,BENNINGTON WOODS,34.61,COPAR,guessedCOPARparcel,City,Public,1.45E-05,0.023331323
542,RUTH PARK GC,69.67,COPAR,OK,City,Public,2.92E-05,0.025427713
543,RUTH PARK WOODS,20.08,COPAR,OK-w/MDC,City,Public,8.41E-06,0.035047626
544,GREENSFELDER PARK,5.43,COPAR,OK-4comb-streetsOut,City,Public,2.27E-06,0.01478674
545,FOGERTY PARK,11.88,COPARed,OK-fudgedOnePiece,City,Public,4.97E-06,0.008875751
546,WHITECLIFF PARK/CRESTWOOD REC COMPLEX,80.5,COPAR,minusOK,City,Public,3.37E-05,0.028344945
547,OAK KNOLL PARK,20.03,COPAR,plusOK-1InstitPiece,City,Public,8.38E-06,0.013044788
548,JCCA WEST,11.57,COPAR,OK,Private,Private,4.85E-06,0.009107217
549,HAZELWOOD SPORTS COMPLEX,19.19,COPAR,OK,City,Public,8.05E-06,0.015794294
550,KLAMBERG WOODS CA,64.63,COPAR,OK,MDC,Public,2.70E-05,0.02449768
551,QUAILWOODS PARK,9.31,COPAR,OKunioned3,City,Public,3.90E-06,0.022192051
552,EVANGELISTA PARK,81.13,COPAR,OKunioned3,City,Public,3.40E-05,0.035893505
553,K OF C CLUBGROUNDS,8.46,GEM,DOQed,Private,Private,3.54E-06,0.00862605
554,BLANCHE'S SPRING PARK,5.99,COPAR,OKunion2,City,Public,2.51E-06,0.007952247
555,DUNEGANT PARK,56.12,COPAR,minusOK,City,Public,2.35E-05,0.020688556
556,BANGERT PARK,13.03,COPAR,OK,City,Public,5.46E-06,0.013587265
557,MALCOLM TERRACE PARK,21.54,GEM,notCopar-it'sAmess,City,Public,9.02E-06,0.016798699
558,GRANT'S TRAIL,76,COPARed,hadToDigitizeAddns,Private,Public,3.18E-05,0.206561568
559,AFFTON ATHLETIC FIELDS,63.2,COPAR,OKunion4,Private,Public,2.64E-05,0.034443628
560,KOA GRANITE CITY,8.19,GEM,DOQ/FCed,Private,Public,3.43E-06,0.008098198
561,LAKESIDE CAMPGROUND,10.67,GEM,DOQ/FCed,Private,Public,4.47E-06,0.008620454
562,TOWER TEE GOLF COMPLEX,40.22,COPAR,OK,Private,Public,1.68E-05,0.018853105
563,CONCORDIA PARK,12.4,COPARed,1.5a.+fudgedCSemOS,Private,Public,5.19E-06,0.009486098
564,ADVENTURE CAMPGROUND,10.94,GEM,DOQ/FCed,Private,Private,4.56E-06,0.009762067
565,ST. LOUIS ZOO PROPERTY,336.82,GEM/CALL,DOQ/FC/PBedApprx,Private,Private,0.000140688,0.062891604
566,SISTERS OF ST. FRANCIS PROPERTY,114.35,GEM,DOQ/PBed,Private,Private,4.78E-05,0.037728064
567,EARL WIDMAN COUNTY PARK,51.01,COPAR/LMGWR,Union/combo,County,Public,2.13E-05,0.042084599
568,EARL WIDMAN COUNTY PARK ADDITIONS,26.09,COPAR/LMGWR,Union/combo,County,Public,1.09E-05,0.023518378
569,ARNOLD UNIT 1 PUBLIC LAND,73.12,COPAR/LMGW, ,County,Public,3.05E-05,0.027264584
570,ARNOLD UNIT 1 PUBLIC LAND,6.22,COPAR/LMGWR, ,County,Public,2.59E-06,0.008800501
571,ARNOLD UNIT 1 PUBLIC LAND,11.74,COPAR/LMGWR, ,County,Public,4.90E-06,0.0161208
572,LOWER MERAMEC UNIT PUBLIC LAND,25.03,COPAR/LMGWR, ,County,Public,1.04E-05,0.017810218
573,FENTON PUBLIC LAND,6.55,COPAR, ,County,Public,2.74E-06,0.011346886
574,JEFFERSON WINTER PARK,13.39,GEM, ,County,Public,5.59E-06,0.013459092
575,A-B CONFERENCE & SPORTS COMPLEX,32.8,COPAR/LMGWR,union5,Private,Public,1.37E-05,0.016253096
576,UNGER COUNTY PARK,115.12,COPAR/LMGWR,unionSeveralCombine,County,Public,4.81E-05,0.077312412
577,GREENTREE PARK,95.77,COPARLMGWR,unionCombo,City,Public,4.00E-05,0.05471758
578,SIMPSON COUNTY PARK,202.61,COPARLMGWR,unionCombo,County,Public,,
579,MERAMEC LANDING PARK,55.28,COPAR/LMGWR,VLY PK,City,Public,2.31E-05,0.049700576
580,SIMPSON COUNTY PARK,36.22,COPAR/LMGWR,union2(S/O river),County,Public,1.51E-05,0.049005918
581,VALLEY PARK UNIT PUBLIC LAND,34.74,COPAR/LMGWR,union2,County,Public,1.45E-05,0.035169917
582,VALLEY PARK UNIT PUBLIC LAND,22.06,COPAR/LMGWR,union11,County,Public,9.22E-06,0.02000211
583,CASTLEWOOD UNIT PUBLIC LAND,5.37,COPAR/LMGWRed,EdForH2o,County,Public,2.24E-06,0.006184141
584,BUDER COUNTY PARK SOUTH,24.93,COPAR/LMGWR, ,County,Public,1.04E-05,0.015348729
585,BUDER COUNTY PARK,151.32,COPAR/LMGWR,BigCombo,County,Public,6.33E-05,0.107277628
586,BELLA FONTAINE COUNTY PARK,197.31,COPAR/WEBed,BigCombo,County,Public,8.27E-05,0.097662505
587,BOHRER COUNTY PARK,16.68,COPAR,merged,County,Public,6.97E-06,0.015219438
588,BON OAK COUNTY PARK,14.56,COPAR,WEBed,County,Public,6.10E-06,0.013331211
589,CASTLEPOINT COUNTY PARK,10.71,COPAR,WEBed,County,Public,4.49E-06,0.008747815
590,ROCKWOODS RANGE,1381.98,COPAR, ,County,Public,0.000577614,0.166850027
591,GREENSFELDER COUNTY PARK,1623.54,COPAR,WEBed,County,Public,0.00067868,0.240597702
592,JEFFERSON BARRACKS COUNTY PARK,425.65,COPAR,WEBed,County,Public,0.000177815,0.089432956
593,LOVE COUNTY PARK,48.65,COPAR,WEBed,County,Public,2.03E-05,0.020336052
594,MCDONNELL MEMORIAL COUNTY PARK,129.25,COPAR,WEBed,County,Public,5.41E-05,0.058952667
595,BELLEVIEW FARM COUNTY PARK,98.93,COPAR/WEBed,Sherman Beach,County,Public,4.14E-05,0.029657071
596,SHERMAN BEACH PARK,77.71,COPAR,WEBed,County,Public,3.25E-05,0.042842178
597,PELICAN ISLAND NA,161.07,COPAR, ,MDC,Public,6.76E-05,0.086080536
598,PELICAN ISLAND NA,2061.39,COPAR, ,MDC,Public,0.000865497,0.178480881
599,PELICAN ISLAND NA,32.82,COPAR, ,MDC,Public,1.38E-05,0.026847066
600,PELICAN ISLAND NA,110.16,COPAR, ,MoDNR,Public,4.63E-05,0.036165524
601,PELICAN ISLAND ACCESS,37.79,COPAR, ,MDC,Public,1.59E-05,0.016597855
602,SPANISH LAKE COUNTY PARK,242.54,COPAR,WEBed,County,Public,0.00010171,0.05889903
603,SUSON COUNTY PARK,96.63,COPAR,WEBed,County,Public,4.03E-05,0.049557432
604,RIVERSIDE GC,92.64,COPAR,severalcombo,Private,Public,3.87E-05,0.040497299
605,PHANTOM FOREST CA,12.56,COPAR,wasMOPUB,MDC,Public,5.25E-06,0.00987754
606,WILD CHERRY RIDGE CA,8.87,COPAR,wasMOPUB,MDC,Public,3.72E-06,0.010333704
607,RIVERWOODS CA,116.97,COPAR,wasMOPUB,MDC,Public,4.91E-05,0.047016992
608,ELLENDALE & ARSENAL PARK,7.7,COPAR,2combo,City,Public,3.22E-06,0.009825995
609,CASINO QUEEN RV PARK,12.79,GEM,DOQed,Private,Public,5.35E-06,0.009340007
610,ARNOLD OPEN SPACE,134.62,AMRGMP,DOQedGEMaddn,City,Public,5.62E-05,0.041385695
611,ARNOLD OPEN SPACE,139.87,AMRGMP,DOQedGEMaddn,City,Public,5.83E-05,0.031832073
612,CONCORD OPTIMIST YOUTH SPORTS COMPLEX,10.02,COPAR,GEMaddn,Private,Public,4.19E-06,0.008529339
613,WILDFLOWER PARK,7.08,COPAR,GEMaddn,City,Public,2.97E-06,0.011649639
614,KOLPING KICKS SOCCER FIELDS,19.04,COPAR,GEMaddnEdited,Private,Public,7.95E-06,0.014757176
615,J. B. BOYS & GIRLS CLUB FIELDS,12,GEM,COPARfudged,Private,Public,5.01E-06,0.009292838
616,GOLF HEADQUARTERS FAMILY GOLFPLEX,47.86,COPAR,"PITCH/PUTT,ETC.",Private,Public,2.00E-05,0.023596954
617,KIRKWOOD SPORTS ASSOC. FIELDS,14.45,COPAR,GEMaddn,Private,Public,6.04E-06,0.009951125
618,TREECOURT SWIM & TENNIS CLUB,24.91,COPAR,GEMaddn,Private,Private,1.04E-05,0.012982439
619,BLACK FOREST COUNTY PARK,7.81,COPAR,merged4,County,Public,3.26E-06,0.007766846
620,RIVERCHASE OF FENTON,50.02,COPAR,REC. CTR.,City,Public,2.09E-05,0.021659674
621,FENTON OPEN SPACE,7.75,COPAR,GEMaddn,City,Public,3.24E-06,0.010257158
622,DREAM FIELDS SOUTH CO. ATHLETIC ASSOC.,18.39,COPAR,GEMaddn,Private,Public,7.68E-06,0.013476495
623,MANCHESTER BALL FIELDS,6.72,COPAR,GEMaddn,City,Public,2.81E-06,0.007924615
624,ARNOLD OPEN SPACE,195.45,AMRGMP,DOQedGEMaddn,City,Public,8.16E-05,0.07976774
625,ARNOLD OPEN SPACE,188.61,AMRGMP,DOQedGEMaddn,City,Public,7.87E-05,0.043144044
626,ARNOLD OPEN SPACE,281.05,AMRGMP,DOQedGEMaddn,City,Public,0.000117316,0.070744595
627,ARNOLD OPEN SPACE,96.38,AMRGMP,DOQedGEMaddn,City,Public,4.02E-05,0.032500283
628,ARNOLD OPEN SPACE,23.81,AMRGMP,DOQedGEMaddn,City,Public,9.94E-06,0.024769039
629,ARNOLD REC,14.74,AMRGMP,AMRGMPgetName,City,Public,6.15E-06,0.011233049
630,ARNOLD OPEN SPACE,61.1,AMRGMP,DOQedGEMaddn,City,Public,2.55E-05,0.045590377
631,HANLEY HILLS OPEN SPACE,23.27,COPAR,GEM/FCed,City,Public,9.75E-06,0.038711192
632,RIVER BEND ELEMENTARY SCHOOL PARK,9.47,COPAR,GEM/FCedWholePar,County, ,3.97E-06,0.008592533
633,FOREST LAKE SWIM & TENNIS CLUB,6.4,COPAR,GEM/FCed,Private,Private,2.68E-06,0.007822981
634,CEDAR MILL BATH & TENNIS CLUB,5.17,COPAR,GEM/FCed,Private,Private,2.16E-06,0.006069461
635,GREEN TRAILS ELEMENTARY SCHOOL PARK,12.43,COPAR,GEM/FCedWholePar,City,Public,5.21E-06,0.01109501
636,CHESTERFIELD ELEMENTARY SCHOOL PARK,18.38,COPAR,GEM/FCed+SchoolOS,City,Public,7.69E-06,0.011869188
637,LANDINGS AT SPIRIT GC,80.32,COPARfudged,GEM/FCedFudged,Private,Private,7.60E-05,0.059504918
638,CHESTERFIELD VALLEY GOLF CENTER,16.42,COPARed,GEM/FCedFudgedCOPAR,Private,Public,6.88E-06,0.010803869
639,GATEWAY GOLF CENTER,23.3,COPAR,GEM/FCed,Private,Public,9.76E-06,0.015485622
640,CENTRAL CITY PARK,35.54,COPAR,GEM/FCedUnion3,City,Public,1.49E-05,0.016180614
641,VILLAGE OF GREEN TRAILS LAKE,11.07,COPAR,GEM/FCed,City,Public,4.64E-06,0.019436548
642,CHESTERFIELD VALLEY ATHLETIC COMPLEX,128.61,COPAR,GEM4union,City,Public,5.39E-05,0.041244017
643,MO. BAPTIST FOUNDATION OPEN SPACE,192.37,GEM,DOQ/FCedForSale?,Private,Private,8.03E-05,0.043245829
644,MO. BAPTIST FOUNDATION OPEN SPACE,106.98,GEM,DOQ/FCedForSale?,Private,Private,4.47E-05,0.045824149
645,FAIRFIELD GC,57.09,GEM,DOQ/FCed,Private,Public,2.38E-05,0.023157948
646,NICOLAI PARK,6.99,COPAR,GEM/FCed,City,Public,2.93E-06,0.009583134
647,BLACK JACK CITY HALL OPEN SPACE,11.62,COPAR,GEM/FCed,City,Public,4.87E-06,0.009546956
648,K OF C CLUBGROUNDS,5.61,COPAR,GEM/FCed,Private,Private,2.35E-06,0.006276744
649,FLORISSANT ATHLETIC ASSOCIATION FIELDS,17.89,COPAR,GEM/FCed,Private,Public,7.51E-06,0.01139136
650,SLYSA AUBUCHON FIELDS,16.29,COPAR,GEM/FCed,Private,Public,6.84E-06,0.018188947
651,LITTLE CREEK WA,99.13,COPAR,GEM/FCed,MDC,Public,4.16E-05,0.032186899
652,LONG NARROW PARK,8.95,COPAR,GEM/FCed2comboUdevel,City,Public,3.75E-06,0.02023984
653,YMCA,13.78,COPAR,GEM/FCed,Private,Public,5.77E-06,0.00994945
654,DOHERTY PARK,5.96,COPAR,GEM/CITYaddn93flood,City,Public,2.50E-06,0.010707566
655,VAGO COMMUNITY PARK,34.05,COPARed,GEM/FCedApprox,City,Public,1.43E-05,0.031131545
656,MALLARD PARK,56.6,COPAR,GEMaddnBigUnion,City,Public,,
657,ROCK HOLLOW UNIT(PACKWOOD PARK),160.25,COPAR,union,County,Closed,6.70E-05,0.038369163
658,GLENCOE UNIT(PACKWOOD PARK),6.19,COPAR,union,County,Public,2.59E-06,0.023461421
659,GATEWAY GEYSER,11.44,GEM,DOQedGEM,Private,Public,4.79E-06,0.008144083
660,BROOKLYN EDUCATIONAL MEMORIAL PARK,8.16,GEM,ApprxInclSchoolAthle,City,Public,3.42E-06,0.008637511
661,JACKIE ROBINSON KHOURY LEAGUE FIELDS,19.22,GEM,DOQ/FCedDefunct?,Private,Public,8.04E-06,0.012361212
662,77TH STREET PARK,5.61,GEM,DOQ/FCed,City,Public,2.35E-06,0.006174541
663,BELLEFONTAINE CA,136.59,COPARed,DOQedGEMfudgedCopar,MDC,Public,5.73E-05,0.051466542
664,WASHINGTON PARK OPEN SPACE,5.87,GEM,DOQ/FCedDerelictPark,City,Public,2.46E-06,0.007946415
665,IMMACULATE CONCEPTION CHURCH PROPERTY,160,GEM,DOQ/FCedPB,City,Private,6.66E-05,0.042155208
666,VALMEYER OPEN SPACE,8.17,GEM,DOQ/FCed,City,Public,3.40E-06,0.008182955
667,VALMEYER ATHLETIC FIELDS,10.99,GEM,DOQ/FCed,City,Public,4.58E-06,0.011256578
668,BELLE FONTAINE HISTORIC SITE,6.53,GEM,DOQ/FCed,Private,Public,2.72E-06,0.008422274
669,CHAMBER OF COMMERCE PARK,5.97,GEM,DOQ/FCed,City,Public,2.49E-06,0.007016627
670,JAYCEE BALL DIAMONDS,11.3,GEM,DOQ/FCed,Private,Public,4.71E-06,0.009997204
671,GIBAULT HS ATHLETIC FIELDS,9.66,GEM,DOQ/FCed,Private,Private,4.03E-06,0.008272006
672,OERTER PARK,11.02,GEM,DOQ/FCed,City,Public,4.60E-06,0.012416539
673,COLUMBIA SOCCER FIELDS,11.12,GEM,DOQ/FCed,Private,Public,4.64E-06,0.00927882
674,K OF C CLUBGROUNDS,6.23,GEM,DOQ/FC/PBedApprx,Private,Private,2.60E-06,0.008066005
675,ELKS #2455 CLUBGROUNDS,10.82,GEM,DOQ/FC/PBedApprx,Private,Private,4.52E-06,0.010886722
676,ASSEMBLY OF GOD OPEN SPACE,5.21,GEM,DOQ/FCed,Private,Private,2.17E-06,0.006497122
677,NEW LIFE EVANGELISTIC CTR PROPERTY,191.19,GEM,DOQ/PBedApprx!!,Private,Private,7.97E-05,0.042285874
678,SPRINGDALE PARK,37.09,GEM,DOQ/FC/PBedComRec,Private,Private,1.55E-05,0.020341166
679,WOLF'S SOFTBALL HAVEN,6,GEM,DOQ/FCed,Private,Private,2.50E-06,0.006609339
680,FRANCISCAN MISSION,372.6,GEM,DOQ/PBedMinus,Private,Private,0.000155493,0.061841693
681,WASHINGTON UNIVERSITY PROPERTY,105.39,GEM,DOQ/PBed,Private,Private,4.40E-05,0.02677185
682,DEFUNCT RIVERFRONT COTTAGE PROPERTY,11.46,GEMCo,DOQ/FCedPossCoAcquis,Private,Private,4.79E-06,0.014527259
683,ARNOLD RIFLE & PISTOL CLUBGROUND,99.18,GEM,DOQ/PBedMinus,Private,Private,4.13E-05,0.031574305
684,NORTHWEST ATHLETIC ASSN. LITTLE LEAGUE,10.24,GEM,DOQ/FCed,Private,Public,4.27E-06,0.009566463
685,MOSENTHEIN ISLAND,970.61,GEM,DOQed,State,Public,0.000406603,0.094165905
686,HOLLOWAY PARK/POOL,8.9,COPARed,DOQ/FCedSplit,City,Public,3.72E-06,0.008304683
687,BALLWIN GC,63.59,COPARed,DOQ/FCedSplit,City,Public,2.66E-05,0.042648763
688,EDWARD PARK,6.27,COPAR,DOQ/FCedSubdivPark,Private,Private,2.62E-06,0.007885107
689,KIRCHER PARK,19.91,COPAR,DOQ/FCed,City,Public,8.32E-06,0.014925008
690,ELLISVILLE ATHLETIC ASSOCIATION FIELDS,23.26,COPAR,DOQ/FCed,Private,Public,9.73E-06,0.014435026
691,CITY OF ELLISVILLE OPEN SPACE,28.84,COPAR,DOQ/FCedRobin Park?,City,Public,1.21E-05,0.040263513
692,COUNTRY SURF SWIMMING CLUB,5.71,COPAR,DOQ/FCed,Private,Private,2.39E-06,0.00895356
693,MARIANIST RETREAT & CONFERENCE CENTER,113.04,COPAR,DOQ/FCed,Private,Private,4.73E-05,0.028271478
694,RADCLIFFE PLACE SWIM & TENNIS CLUB,5.5,COPAR,DOQ/FCed,Private,Private,2.30E-06,0.0087019
695,HILLTOP PARK,31.31,COPAR,DOQ/FCed,City,Public,1.31E-05,0.026241711
696,ROBERT WINTER COUNTY PARK,57.49,COPARed,rivAccessiblEdForh2o,County,Public,2.40E-05,0.033414571
697,GEORGE WINTER COUNTY PARK,102.58,COPARed,EdForh2o,County,Public,4.29E-05,0.056263707
698,ROCK HOLLOW UNIT(CASTLEWOOD SP),279.47,COPARed,EdForh2o/combo,State,Closed,0.000116832,0.131575532
699,MINI HA HA PARK,27.3,COPAR/WEB,approxWIP,City,Public,1.14E-05,0.026428523
700,PACIFIC PALISADES CA,479.08,MOPUB/COPARed,split for h2o,MDC,Public,0.000200106,0.097739729
